id,keyword,location,tweet,label
1338,crashed,"Discord, The Internet",fix charls left game crashed gee-princess-beer.,0
1339,crashed,Bristoland,please can you explain how I'm supposed to renew my driving licence online when your website has continu… https://t.co/KOCJqiVzIK,0
1340,crashed,,THE WAY IT JUST CUTS OFF WHEN THEY ALMOST CRASHED INTO THE TREE I CANTJFJDJD THIS SENDS https://t.co/TLtII8XWbL,0
1341,crashed,,The 'blame Trump' narrative has got to stop. https://t.co/NmOzCqNWxO https://t.co/hkOjPFnA5r,0
1342,crashed,,I dont have songs mathata my laptop crashed with everything I ever worked on,0
1343,crashed,,CMI’s conflicted agent Seruga throws insults at the Rwandan leadership as he shapes the already crashed “border closure” narr…,0
1344,crashed,,"""Boy, I remember the day I bought this software. Grandpa had just gotten arrested for se… https://t.co/Z9ZdtLqRxU",0
1345,crashed,Lagos,"My laptop crashed, I couldn't write any code and I slept thinking about how I could have become Mark Zuckerberg if… https://t.co/8kMZBTGDGL",0
1346,crashed,United Kingdom,crashed my car,1
1347,crashed,,"Do your research to find out if something like this happened in the world, it took a few days to te… https://t.co/GPWboDXOo6",0
1348,crashed,,"The Mainstream Media &amp; Democrats in 2016: ""If Donald Trump is elected the Markets will CRASH!"" They were absolutely right.…",0
1349,crashed,,So my computer decided to crashed hardcore while I was trying to get my vids all ready for this week. So... No vids… https://t.co/vLiMrwJcPw,0
1350,crashed,"BC, Canada",-SHSN +BLSN and very strong outflow winds Sumas Prairie .. very icy from Hope to just east Abbotsford. Very squirrely danger…,0
1351,crashed,London,"The NHS IT systems crashed at our GP practice this morning. As a result, I ran 40 minutes late seeing my patients! GP…",0
1352,crashed,,Wait they didn't announce anything and the website crashed already 😭😂😂😂 https://t.co/fgwZqzXTQb,0
1353,crashed,,Is it bad that I’ve watched it a dozen times &amp; I can’t definitively say if that’s a boy or girl? But al… https://t.co/vRdWnHju55,0
1354,cyclone,,Scooter the purple fox ran through The Dark Forest to stop The Cyclone from destroying the city!,0
1355,cyclone,"Gold Coast, Queensland",I have a question for and other climate change deniers. If the Bureau of Meteorology tells you that a…,0
1356,cyclone,INDIA,Hi! I understand how inconvenient this could be! Please DM the respective airtel number along with… https://t.co/jqNk7I3PZa,0
1357,cyclone,,Category 3 Severe Tropical Cyclone #Claudia at sunrise satellite view from #CycloneClaudia https://t.co/nOChmO4…,1
1358,cyclone,19 🇵🇪,"""Though they’re unfailingly polite and attentive in interviews, there’s a certain amount of contained chaos when they’re all t…",0
1359,cyclone,MuMBai..,Since morning there is No Service indication from morning. And even there are serve… https://t.co/6KYRx3CoyE,0
1360,cyclone,Darug country,"Yep, not just in bushfire prone areas either https://t.co/K4lbCFavdY",0
1361,cyclone,,Woof x,0
1362,cyclone,"Rockhampton, Queensland","The Monsoon Trough 🌧️ has moved over the Coral Sea, with #Fiji keeping an eye on a Tropical Low near #Vanuatu which may develo…",0
1363,cyclone,Afrika Tshipembe 🇿🇦,Early 2019 Mozambican Disasters Management and international reinsures used drones to assess the damages c… https://t.co/cJ5guq6epq,0
1364,cyclone,"Queensland, Australia","The Monsoon Trough 🌧️ has moved over the Coral Sea, with #Fiji keeping an eye on a Tropical Low near #Vanuatu which… https://t.co/09wRBPStyq",0
1365,cyclone,Global,"In Tokyo: Yeti, Super SJT, and ASTERISM (Japan) at Shibuya Cyclone (February 5, 2020) https://t.co/L2qneRrtz1",0
1366,cyclone,北海道,Horizontal cyclone!? https://t.co/7RVsiEO8wE,0
1367,cyclone,"Porirua City, New Zealand",So theres a soon to be tropical cyclone on its way to Fiji....bruuuh🙃,0
1368,cyclone,Fiji,Warnings are being issued in Fiji and Tonga with fears both islands are in line to be directly hit by a tropical cy… https://t.co/hPpQN1GhKU,1
1369,cyclone,,"A cyclone is weather, not the climate.",0
1370,cyclone,,"Swiftly disbursing approx ₹30,000 crore due to be paid to West Bengal, ₹7,000 Crore grant for Cyclone Bulbul, the Iron Br…",0
1371,cyclone,,Alvin the lavender fox swam through Rowdy River to stop The Cyclone from destroying the city!,0
1372,cyclone,Sydney,Please can all the usual suspects ignore the next cyclone alert &amp; take a tinnie out far offshore to prove BoM wrong https://t.…,0
1373,cyclone,"Oklahoma, USA",I used to lean on a cyclone fence and watch . My overwhelming summary of him....t…,0
1374,cyclone,,"Wupy, the Crimson Inventor - Super Mega Death Cyclone",0
1375,cyclone,,A pretty spectacular animation of a rapidly intensifying extra-tropical cyclone #Brendan over the North Atlantic today…,1
1376,cyclone,,High-definition satellite image 3.30 PM (Severe Tropical Cyclone Claudia) https://t.co/tcVB0HbuZA …,0
1377,damage,,Highest classification 😉 https://t.co/JCglqX7WJZ,0
1378,damage,,"Dumbing down is a trend, as is ordinary people taken in by the cult of celebrity, which is simply to exploit t… https://t.co/qlo5Un7QiB",0
1379,damage,,Puerto Rico should not be treated any differently than if this happened anywhere else in America — it's wrong. We should be s…,0
1380,damage,"California, USA, Earth","As the effects of #climatechange grow increasingly evident across the world, officials are signaling fres…",0
1381,damage,Mamou,Sony officially skipping E3 2020. What’s the best damage control you’ve heard today? Post below! #E32020 #e3 #xbox #son…,0
1382,damage,,"During pregnancy if the mother suffers organ damage, the baby in the womb sends stem cells to repair the damaged organ.",0
1383,damage,,#StormBrendan Another clip from Saltcoats around 1330 (high tide). We've switched the power to overhead lines off temp…,1
1384,damage,"Belfast, Northern Ireland",Graffiti and damage around CS Lewis Sq. Some folk need to wise up. I’ve reported to and hopefully cleaned so…,0
1385,damage,Gay Heaven,LOOK: The extreme damage of ash fall in Pulo island in Batangas burying some houses in the area. This is a residential sit…,0
1386,damage,Forever behind Jeremy Corbyn 💔,Coup MPs want us 2 Unite? Huh! After the damage Coup MPs caused? Coup MPs made no effort whatsoever 2 unite. Coup MPs playe…,0
1387,damage,2019Finalist @theTECAs awards,I’d suggest ‘Cyber Crime’ and ‘Fraud’ is now a national emergency within the UK.…,0
1388,damage,"Sydney, New South Wales🇦🇺","…The collateral damage of this irresponsible, dangerous, ill-conceived behavior? 63 Canadians needlessly lost their liv…",0
1389,damage,"Queensland, Australia","When whales were almost extinct, whaling co’s were willing to kill last whales to maximise return on their investme… https://t.co/5cMMOzpl5s",0
1390,damage,Hatimu♥️,"after all shit x1 has to go through, the real criminals out there plead not guilty???? ok damage has done, x1 has disbanded…",0
1391,damage,,"Indonesia: Jakarta’s flood costs will increase by up to 400% by 2050, research shows - In a recently published study, my…",0
1392,damage,191214 | 180303,sehun and chanyeol both posting pictures in the same day pls I love their method of damage control MWAH,0
1393,damage,"Durban, South Africa",I spent all day between doctor's offices. I had the worst coughing fit last night (scared me) I now have medications c…,0
1394,damage,Oakham,"⬆ CORRECTION: The report of criminal damage was on the A6006, heading towards Melton, not the A6006 towards Oakham. ⬆",0
1395,damage,Oakham,"Do you recognise these men? Police would like to speak to them following a report of criminal damage on the A6006, headi…",0
1396,damage,,"you said you would bring them justice but NO, the damage had already been done and its painful to think how much pain the…",0
1397,damage,,The Israel Air Force has admitted its mistake for not moving all fighter jets from hangars ahead of intense rainfall last w…,0
1398,damage,,"this iteration of joker literally has brain damage from being beat in the head when he was 3, additionally from being abu…",0
1399,damage,,Residents of Conjola Park in NSW return to survey the damage after bushfire. #abc730 #AustralianBushfiresDisaster…,0
1400,damage,"Elmswell, England",Let’s try this Realm Royals with my man . Let’s see what damage we can cause! https://t.co/FUreyYRnad …,0
1401,damage,"Los Angeles, CA",Brain Damage has Entered the Chat... https://t.co/DzP0LKXcny,0
1402,damage,Bangalore,"Do whatever u want we #bycottdeepika #bycottchhapaak ,u can't do damage control s… https://t.co/pZXsZJS1mn",0
1403,damage,"London, United Kingdom","2/2 and also, 14.1: ""You must justify the trust that other people place in you by acting with honesty and integrity…",0
1404,damage,"Mumbai, India",Yes u are right but #Salmamkhan has done lot of damage controll by making them understand that this unscripted show sends a…,0
1405,damage,UK,‼️EMERGENCY CLOSURE‼️ Moray College UHI is fully CLOSED to all staff and students on Tuesday 14th January due to storm d…,0
1406,damage,"Fort Lauderdale, FL",everyone who doubted seungwoo’s genuineness are as trash as those adults who brought so much damage to X1 #JusticeForX1,0
1407,damage,i was over there on the bench,Have spent the last couple of days in the tiny communities devastated by the megablaze on the NSW/Vic border. The damage…,0
1408,damage,भारत,Pakistan’s ISI can ask for nothing more than the darkness that BJP has blighted &amp; divided India with. The Uncles have do…,0
1409,damage,Boomer.co,Oop guess I died to fall damage https://t.co/M7uoMxXdUs,0
1410,damage,,"Pitch not at its best, but India will still have to get 320 atleast, because dew will make it very difficult for ou… https://t.co/wruhCLyaF6",0
1411,damage,,Pro-Amnesty Southern Baptist Convention Is in Damage Control After Pushing Open Borders and Its Ties To Soros Are Exposed h…,0
1412,damage,"Aylesbury, UK",Open your wallets to pay the 'Brexit Dividend' - Research by Bloomberg Economics estimates that the economic cost of…,0
1413,damage,"Brussels, Belgium",The EU 🇪🇺activates Copernicus 🛰 service for the production of free maps to contribute to damage assessment resulting from 🌋…,0
1414,damage,"North Wales, UK","“The threats that we now face are from states who behave like terrorists, terrorists who behave like states, and indiv…",0
1415,damage,Where Knowledge Exists,China will do serious damage but can't overrun America Both sides have ec… https://t.co/Ad1trxpDiu,0
1416,damage,Cornwall,Get on with it and repair the damage you the Conservatives have done over the last nine years. The NH… https://t.co/T23zCJSrru,0
1417,damage,"Melbourne, Australia","And that's the reason for the climate change push, if the population new the reason wa… https://t.co/gJLeibS1kv",0
1418,damage,07.07.18 ｡･:*:･ﾟ☆,sehun and chanyeol both posting pictures in the same day pls I love their method of damage control MWAH,0
1419,damage,,"if they choose not to leave EU at all, it caused irreparable damage to public trust",0
1420,damage,Vermor,"since the damage has been done, there’s nothing we can do about it. However, we urge you to fix your mistakes and fulfil yo…",0
1421,damage,,93-year-old white man shoots a black apartment manager in both legs over water damage in unit.🤬🤬🤬 https://t.co/02HMEBw8Dv…,0
1422,damage,"Ontario, CA",Damage after another 6.0 earthquake hit Puerto Rico this morning. Severe seismic activity has not stopped since December 28.…,1
1423,damage,Lahore,A few ways to optimise your damage when closer to the wall https://t.co/ngUHBNJrvE,0
1424,damage,USA,"Top-Secret UFO Files Could 'Gravely Damage' US National Security if Released, Navy Says https://t.co/mnpDg0vm3m",0
1425,damage,"Bangkok, Thailand",Nope! First he spoke what he thin… https://t.co/mPirnwMu2l,0
1426,damage,Nha Trang Vietnam,They are trying to push narrative that they are going to damage monarchy so M… https://t.co/BRZfNxIcuv,0
1427,damage,くるくる椅子,Swimming In Love[EXT 6.95] Sense of the Scamper[MAS 7.15] SIX DIMENSION[ADV 7.30] Excavation Damage[MAS 7.55],0
1428,damage,Clown World,There is NO COMPASSION in forcing parents to inject toxins into babies. NJ has a huge # of k…,0
1429,damage,BREAKTHROUGH HydroMolecularMed,"50 shades of madness! This is how moronic and perverted the pro-vaccine rhetoric has become. Go to war against people, f…",0
1430,damage,"Hyderabad, India","Idk if it'll backfire (all the damage that was going to happen has happened *to her*. Donation refunds,… https://t.co/FCAhM25BpM",0
1431,damage,"Köln, Deutschland","While this regime exists, there will be nothing but misery and death. If the IRGC are not shooting at the people, floods…",0
1432,damage,Perth W.A.,Morrison has failed Australia. The world has n… https://t.co/6cauPYwb2A,0
1433,damage,Republic of Serbia,"The #GreenDeal is not just another #EU project, it is THE new defining mission and failure to deliver would damage its le…",0
1434,damage,Kenya,"Its shouldn't have taken you this long to fire . The damage caused may not be reversed soon. Alafu, di… https://t.co/tc8s5QrQue",0
1435,damage,,the damage is done.. https://t.co/PpMyjZ9yZa,0
1436,damage,Huntsville  Alabama,STORM DAMAGE: A Madison family is looking forward to rebuilding after a tree at least 100 feet tall ripped their home apart.​ htt…,0
1437,damage,,Ashfall can do damage to electronic equipment. Damaged electronic equipment can start a fire. I hope this helps. https://t.c…,0
1438,damage,"Mysore, India","Dear Sir, If the Nation is so indebted to the Veterans, why has your Govt degraded and damaged them? Please do not reso…",0
1439,damage,Dubai UAE,"""The law does not specifically make any reference to rains caused by cloud seeding/ induced rain. For an insured, t… https://t.co/Sg6pgJM7hP",0
1440,damage,England,Then you'd get a bag of broken crisps all sitting in the bottom of the bag. The air is… https://t.co/cmQv2PnfIq,0
1441,damage,,and it be over the smallest shit. yall don’t ever wanna sit down and talk to somebody until after the damage is done. it…,0
1442,damage,"London, England, UK",Iran attack appears to have been one of the worst-kept secrets in modern warfare. US military had hours to move planes and t…,0
1443,damage,Perthshire,Perhaps you're right. Have read some hair raising articles… https://t.co/9NFr33qjvs,0
1444,damage,"KM. 3, McArthur Highway, Matina, Davao City",Make work more efficient and productive with JAB Hydraulic Breakers! The JB Series breaker features nitrogen gas-as… https://t.co/v7IsAPq0DL,0
1445,damage,"Eugene,OR. USA","Just one intelligent Warrior can cause a tsunami of significant political, socio-economic damage to the WS structure Disc…",0
1446,damage,Mars if Trump is elected in 20,"Yes , American embassies are at far far greater risk now plus Trump got 176 innocent people killed… https://t.co/YNpIVIkl4U",0
1447,damage,"East Anglia, England, Europe.",Far from it. My dad was a semi-skilled worker; and I have a very low personal incom… https://t.co/eLNiaQIMBP,0
1448,damage,📩 : (marshmallow-qa.com/kamo_pasta),"man, I wish my hecaton can get into that level of damage and tank I can make him tank… https://t.co/7vZvsv3ekH",0
1449,danger,,https://t.co/31zpQgiv0P Can someone with a bit of reach retweet? Toowoomba Koala habitat in danger of clearing &amp; development.…,0
1450,danger,Los Angeles,"#READ HIDDEN DANGER 📌 https://t.co/rLj1WYqcZT ""When the house goes BOOM! The dead will speak. Listen carefully to fin…",0
1451,danger,Gotham City,So... father of father of baby is coming over to discuss parenting techniques. ARE YOU KIDDING ME? people have completely los…,0
1452,danger,,🌋Volcano erupts in the #Philippines #TaalEruption2020🌋 Alert-level 4 raised over Taal Volcano. (5 highest) Estimated 450…,1
1453,danger,U,"I have tremendous respect for , but we need to be very clear about the danger this poses to our democrac…",0
1454,danger,The edge of reality,"Freedom of expression is a human right. The school can enforce their policies on conduct, Instagram can assert thei… https://t.co/QPC6QyhhmR",0
1455,danger,भारत 🇮🇳,The danger is sitting on the back and yet they are not giving up fighting among themselves. The same situation prevails w…,0
1456,danger,"Bengaluru, India",Make sure you Vote for #AsimRiaz in this poll too along with Voot and MyJio app. 👇👇👇👇 https://t.co/IFpF7K75WH,0
1457,danger,,"With William Barr, Opus Dei comes to Washington. The danger is clear. Will we heed the message? ""Last October, Attorney Gener…",0
1458,danger,Slovenija,They actually claimed Sussex Royal put people in danger when it's their tradition... https://t.co/EroUDkPN7w,0
1459,danger,"seabed, eating mojos","According to , 459300 people live w/in 14km of Taal, and almost 1M live w/in the 17km danger zone. Cont…",0
1460,danger,,Just run from danger https://t.co/DnuNcd0dL0,0
1461,danger,"Adelaide, SA, Australia",Danger of a Twitter pile-on: The ‘cancelling’ of #WilsonGavin https://t.co/BeL1roVhJY via,0
1462,danger,South Africa,Transfer: Man United’s move for Bruno Fernandes in danger https://t.co/vHVunO4X6g https://t.co/ycV588Oqqj,0
1463,danger,,"It DOES matter. The reasons why Americans serving in uniform are put in danger DO matter. Claims of ""imminent"" threats a…",0
1464,danger,"England, United Kingdom",Its not only the animals who ate in danger of becoming extinct Please share the hell out of this message… https://t.co/9EpMIa1IVB,0
1465,danger,"Hawaii, USA","sounds emotionally unavailable which is on brand for Aquarius. It's not about the ideals, it's about fear of getting hu…",0
1466,danger,,vminkook a/b/o au // jungkook is a disabled alpha who's got debilitating ruts. he goes so feral during them that he's a dange…,0
1467,danger,,The rise continues. The current #LFC team now number 4 on the all time list of . Have increased 34 points and 4 pla…,0
1468,danger,"Texas, USA. Fort Worth. ","Gavin Newsome is clearly a danger to CA. Insanely, he wants to pay renters to be on the streets, to house the homeless!!…",0
1469,danger,United Kingdom,"Irony: while Labour is being warned off the danger of the Jewish 'fringe' (usually decried as laughable, incompetent,…",0
1470,danger,Cyprus,"This isn’t an episode about a poor neighborhood, they’re in a ghetto. These people cannot leave, they’ve been interred. DS…",0
1471,danger,"Stellenbosch, South Africa","In light of NikkieTutorials’ story and people I know, let me repeat this: If you out someone, you’re the vilest piece of…",0
1472,danger,"DELHI, KASHMIR",JKP cop Devinder Singh's sordid saga vindicate me in hindsight even as I put my life on the line. Remember I've con… https://t.co/rZF803UDPe,0
1473,danger,"New York, USA",Really hope Florence Pugh is not Yelena Belova only once. Yelena is in same green vest Natasha wears in Infinity War w…,0
1474,danger,"London, England",I’m going to suggest he’s someone who can actually fight. And so see’s what’s kicking off around him f… https://t.co/hMBpu2LVSu,0
1475,danger,"Auld Reekie, Scotland",Police do a fantastic dance role.....they dance towards danger whereas those slating them dance witho… https://t.co/U0RPjZRtSy,0
1476,danger,"West Yorkshire,U.K",I think they’re in danger of destroying the whole fut game mode.,0
1477,danger,USA 🇺🇸,#NowPlaying Danger Princess by Clarion / on Deepstuff radio 1xtra listen now at https://t.co/TLL1oT8IAx #dremtgi #dremstuff,0
1478,danger,,"""Here for the bantz"" - moronic twat who probably follows that didn't happen account. ""Just a nice guy"" - fragile ego. Narci…",0
1479,danger,Pakistan,"Sir these are the very serious problems, We have no Public Transport on there major two routes on Canal road and P… https://t.co/L9kiOZ5MH8",0
1480,danger,Funkytown,"I understand that people are frustrated by road closures. But just because the flames are gone, doesn't mean the dang…",0
1481,danger,,"""president"" Trump is: A clear and present danger to these United States of America An… https://t.co/sBc9xU6JXT",0
1482,danger,"Puglia, Italia",the cameraman being a panic gay the moment taehyung stared at his camera is already have 4m views https://t.co/ZOafcphPcP,0
1483,danger,,Anybody who is not going in your direction does not deserve your association. Friendship is not by force but by choice.…,0
1484,danger,"Wilmington, DE",It comes as no surprise that Bernie Sanders would defend a failed socialist leader in South America. Last year it was…,0
1485,danger,,France summit: Sahel crisis in danger of slipping out of control - https://t.co/NrT46RzbZb https://t.co/IpZPevjdNF https://t.co/O5ALIuIsuv,0
1486,danger,drew followed | 13.06.2014,"i KNOW everything you said, that's why i spread it and that's why later i got scared. IF this is true he was trying… https://t.co/qaHkifk8SI",0
1487,danger,,Top Gun Danger Zone Full HD 1080p mp4 QD World https://t.co/3f6JhgXfD6 via,0
1488,danger,,The danger mission is in progress The first step is to feed these animals and to keep them alive . And then to try to…,0
1489,danger,"Northern Ireland, United Kingd",See where it says dont lean over the edge.. can you lean over it and let us know what the danger is 😂😂😂,0
1490,danger,India,"The nation is engrossed with the anti-CAA, anti-NPR protests. Both present a clear and present danger. The sliding ec…",0
1491,danger,,"The moment a hindu woman writes ""Jai Bhavani, Jai Shivaji"" on her timeline, the world will come tumbling down for you &amp;…",0
1492,danger,,maintenant danger,0
1493,danger,Canberra,"Can anyone believe the cheek of calling a bushfires inquiry?! For g sake, the recommendations of the…",0
1494,danger,NEW YORK,"German news magazine rips Trump, calling him 'unfit' and 'a danger to the world' https://t.co/RnlrNjvxcY",0
1495,danger,"Los Angeles, CA",#MoscowMitch Is Clearly A Present Danger to US Constitution.,0
1496,danger,भारत,Mamata arrested a girl for posting a post on FB Shivsena workers saved head of a man for commenting on Uddhav Thackera…,0
1497,danger,,"ISMPalestine ""RT SyksyRasanen: 16 years ago, Tom Hurndall died of his wounds. Tom had been sniper shot in the head by…",0
1498,danger,,Appeasement of dictators can lead to the human tragedy. The last example was World War II. Trudeau was… https://t.co/Bb3uzuUuBN,0
1499,danger,NYC,"IMPEACH. So Trump has admitted he killed Iranian General Soleimani in violation of the war powers act, &amp; months ago he decide…",0
1500,danger,,Bad danger,0
1501,destroy,,"See this Thug, how he barks in 2 Different government....I still don't understand why Congress rule state like Maharash…",0
1502,destroy,,"Senator, correction... Democrats launched a sophisticated information war to divide our country and d… https://t.co/zhmoop9FuF",0
1503,destroy,"Mathura, U.P","#RealGod_Is_InForm Kabir God is the bringer of complete peace - Yajurveda Chapter 5 Mantra 32 ""God Almighty Kabir"" C…",0
1504,destroy,"Texas, USA",Chris Hansen isn't a doxer because he TMZ'd over to Onision's house to confront him. This wasn't some kind of crazy op…,0
1505,destroy,Texas/Florida,I deeply respect you but have to disagree. The staff may have spread her “word” but I put 100% blame on …,0
1506,destroy,"Saint Paul, Minnesota","DNC 2.0. To protect Trump the GRU will manufacture &amp; insert Black propaganda, fake emails in a data base Burisma emails t…",0
1507,destroy,"Tennessee, USA","Yea, the good old days before we the people allowed the left to dest… https://t.co/ReVCdNVFyv",0
1508,destroy,#Hashira tingz,i want himejima to destroy me,0
1509,destroy,"Made in Africa, Serving Earth ","Abeg, if you add Natasha she go destroy the table. I dey fear her pass anyone.… https://t.co/Acfx7u6QmU",0
1510,destroy,,45 year high unemployment + 6 year high retail inflation + 60% vegetable inflation rate + high fuel prices + rising pr…,0
1511,destroy,,You got to take whatever pain. You gotta allow it to destroy you. Let it rip you apart. Get drugged all the way to… https://t.co/CdzveUpUNv,0
1512,destroy,south africa,One guilty verdict is all that is needed to get him out of Parliament. Then the mass anarchy needs to be promoted by s…,0
1513,destroy,Aqui,Media destroy lives and careers while defending thugs like Pravin Gordhan who use s…,0
1514,destroy,"Jalandhar, India",#Deepika is the scapegoat. The real culprits are still tweeting. Deepika must probe why did they destroy her undisp…,0
1515,destroy,"Cape Town, South Africa","True. But how do we destroy that ""unholy coalition""?",0
1516,destroy,Wurundjeri Land,Let’s be clear Warren is not going to be President and is attempting to destroy her “friend” and fellow “progressive”.…,0
1517,destroy,,"Instead of defending the law of the land, the Trump Justice Department is *fighting to tear down* the Affordable Care Ac…",0
1518,destroy,x1's heart,you hurt my boys too much. they’re just boys who’s fighting for their dreams. who r u to destroy it? #JusticeForX1 https://…,0
1519,destroy,"Betong, Sarawak","For those who are sad, please don't let sadness destroy you.",0
1520,destroy,"Bradford, England","Nice cheeky 15 kill in Search and Destroy this morning, getting better 🤙 #CallofDuty #ModernWarfare https://t.co/y8uuHSIOtK",0
1521,destroy,City Of Gold,Ehhh askies 😭😭😭 Destroy the evidence quickly,0
1522,destroy,,No new agreement is needed with the mullahs' regime. The only way to save the Middle East and Iran is… https://t.co/xKLvrPNDLI,0
1523,destroy,Ishiyama High,"""Let me tell you something good... Beel won't destroy the human world, Do you know why? It's because I'm his parent… https://t.co/H5iBsk2BxX",0
1524,destroy,Gotham City formerly the USA,Can someone please tell me how any foreign power using its military to interfere in our Democracy is not an act of war?…,0
1525,destroy,United States,Night Sweet💞Anna &amp; America🇺🇸 . Needs Those Close To Him That He Can Trust. With Deep State Wantin…,0
1526,destroy,,I am so happy that Pokémon Mystery Dungeon's back I am so excited I even made fanart and that like never happens anymore - no…,0
1527,destroy,,"1 John 3:8 ""...For this purpose the Son of God was manifested, that He might destroy the works of the devil.""",0
1528,destroy,,01/14/2020 08:51:02 |Destroy the Tiny Banana,0
1529,destroy,brisbane/ boring / weirdo,An opportunity to replace honey on supermarket shelves with a sandwich spread based on powdered coal.…,0
1530,destroy,"Delta ,Asaba ",God destroy an entire city because of sexual immorality amongst many other sins. My Bible say all liar… https://t.co/hphtLa5RnZ,0
1531,destroy,"Harare, Zimbabwe",Good spellings only managed to des… https://t.co/Fh4Eyvj0zP,0
1532,destroy,,U forgot the hammer for destroy all the celling 😂😭,0
1533,destroy,Australia,#Siemens now joins the #ClimateCriminals by helping open up massive coal pits t…,0
1534,destroy,"Peoples Republic New York, USA",She is working to systematically destroy our nation. Its blatant. Its real.,0
1535,destroy,,How heartless of them to play and destroy these 11 talented boys’ dreams just for their own profit. How are you going to c…,0
1536,destroy,The Netherlands,Nobody can break a strong heart; as long as you believe in yourself nobody can destroy you,0
1537,destroy,"Tampa, FL","Calm down old man. Stop offering people free shit. We don’t want another Venezuela here. I’m from Mexico,…",0
1538,destroy,Ireland,"T£RFs lie. We know this. They, usually white and well to do but that's not a rule, lie, spreading fear, rumour and… https://t.co/qUQdNE5Maj",0
1539,destroy,In Your Head,The bird fights its way out of the egg. The egg is the world. Who would be born must first destroy a world. The bird then…,0
1540,destroy,,#Allah_Is_Kabir The Quran wisdom giver is saying that Allah is never going to die. Praise be given to his holy glory wi…,0
1541,destroy,"Anchorage, AK","Catra went from trying to destroy the world, to saving it (from horde prime) https://t.co/QpeInIQLuK",0
1542,destroy,,No Bernie is a socialist. Yang is an anarchist because his policies are insane and not near… https://t.co/zqWxYJSGV5,0
1543,destroy,cbkist🌈,"For EXO-L all over the world !? If you stop liking it, friends, please don't throw away the album and destroy the merch…",0
1544,destroy,"West Midlands, England",Macron has his globalists buddies giving instructions to destroy any sence of freedom.,0
1545,destroy,she/her,one of my best friends finally leaving a dude who has been nothing but bullshit toxic so natch he's decided to be a… https://t.co/aT5VinKZqe,0
1546,destroy,,Never “refriend” a person that tried to destroy your character,0
1547,destroy,,"A wk after Bolton, the WH concedes to CBS there will be witnesses at Trump's Sen trial. The ground is shifting &amp; he's pani…",0
1548,destroy,"CA, USA",#RefundWarren #ITrustBernie It’s over for Liz. have prepped to the tee . Oligarchs are pisse…,0
1549,destroy,Nigeria,"His right ,the kind of foods we do eat now destroys things in our body ,we eat more of…",0
1550,destroy,Bunbury,"Translation: we have a climate policy but that won't stop us from investing in things that destroy the climate, because maki…",0
1551,destroy,India 🇮🇳,And now TMC party busy to destroy the heritage of Bengal and Bengali peoples after leftists govt,0
1552,destroy,,"We also must understand that God has no favorites When we meditate on this chapter, this understa… https://t.co/1fz0jz2Slc",0
1553,destroy,SC,They’re not Americans. They’re invaders trying to take over and destroy our country. Deport them all! https://t.co/vhs0wDqt9H,0
1554,destroy,,Trump did this very deliberately. His goals are to destroy our post WW2 alliances on behalf of Putin all while causing hou…,0
1555,destroy,Dublin,"Just to destroy and prevent the celebration of Pongal festivities in Tamizh Nadu,centre says central Govt offices will…",0
1556,destroy,Cardiff,"As far as 'net' gain is cencerned, it is ONCE AGAIN valuing teresapien life as simply capital. You would not destro… https://t.co/bQNN1v61kq",0
1557,destroy,,"For LBW reviews, surely it would make sense to check where the ball pitched first. If it is outside l… https://t.co/bP4wSSMT5l",0
1558,destroy,she/her,"um...i forgot about this trailer, I'm literally in tears, do it honey boy destroy me https://t.co/fLnUlcwlpD",0
1559,destroy,"Port Harcourt, Nigeria","When the Devil wanna destroy someone,he first attacks their identity;confuses them,making them believe what they…",0
1560,destroy,"Toronto, Ontario",trying to destroy mk ultra 2 by making the us government think that australia still exists after the fire,0
1561,destroy,,"Because in America you are allowed to create your own science, make any bogus health claim you want, destroy the pla…",0
1562,destroy,,"""Inside Parliament, things which should have been said, were not said and that is why people are out on the streets… https://t.co/yFmj1jlF2r",0
1563,destroy,metz | Sarah♡,But the story is this She’ll destroy with her sweet kiss https://t.co/terEA6xYfF,0
1564,destroy,"West Village, Manhattan",#ITrustBernie hates America and wants to destroy her! https://t.co/vI72vwKFxL,0
1565,destroy,,“This is the only solution.” Don’t forget for a single second that the Kalergi Plan is absolutely in effect. Every mixed…,0
1566,destroy,Canada,How can Pelosi or Waters even show their faces? They try to destroy a President who has improved our country but allowed t…,0
1567,destroy,"Brisbane, Queensland",Amazing light show or a battle for your health? This video shows activated macrophages – cells that detect and destroy pathoge…,0
1568,destroy,PH,"For future reference: If there are any ""CARATs"" out there who'll leave the fandom when a member starts to date, don't de…",0
1569,destroy,,SOCIALISM Would Literally Destroy The American Dream... People Have Come Here With Nothing &amp; Accomplished The Impossib…,0
1570,destroy,,why the hell would want to join the Kenyan Cabinet? why would… https://t.co/l91GiZ6Wjr,0
1571,destroy,"Gannungagap, Denmark",Destroy me,0
1572,destroy,,#WednesdayWisdom Those who say that they have appeared to destroy all the locos He is worshiping them as full divine Mu…,0
1573,destroyed,,"CJ you have to apology to X1 members and their parents, you destroyed their dreams, not only dreams but their mental too, you…",0
1574,destroyed,United States,The true definition of hypocrisy is found in the lack of character of Bill Clinton. He can take million…,0
1575,destroyed,Florida,"President Trump has Nancy Pelosi running around in circles, desperately trying to savage her destroyed reputation. She’s a br…",0
